# mH (GeV)  H → bb  H → ττ  H → μμ  H → ss  H → cc  H → tt   H → gg   H → γγ  H → Zγ  H → WW  H → ZZ  Total ΓH (GeV)
# https://twiki.cern.ch/twiki/bin/view/LHCPhysics/CERNYellowReportPageBR2014
# (copied from the website)
# Reference: arXiv:1307.1347 Tables A1-14
#
# PS 2016-09-23
#
80.0      8.24E-01     +1.44     -1.48     8.27E-02     +7.01     -6.85     2.87E-04     +7.37     -7.15     4.18E-02     +12.11     -12.06     3.53E-04     +5.22     -5.19     0.00E+00     +0.00     -0.00          4.94E-02    +12.02    -11.58     9.18E-04     +6.34     -6.15     0.00E+00     +0.00     -0.00     6.27E-04     +5.89     -5.73     1.64E-04     +5.79     -5.63     1.99E-03     +5.29     -5.24
81.0      8.23E-01     +1.45     -1.49     8.27E-02     +7.01     -6.83     2.88E-04     +7.35     -7.16     4.17E-02     +12.11     -12.07     3.52E-04     +5.23     -5.19     0.00E+00     +0.00     -0.00          5.05E-02    +11.99    -11.55     9.46E-04     +6.32     -6.15     0.00E+00     +0.00     -0.00     6.96E-04     +5.86     -5.72     1.81E-04     +5.75     -5.62     2.01E-03     +5.28     -5.21
82.0      8.21E-01     +1.47     -1.50     8.28E-02     +7.00     -6.84     2.88E-04     +7.34     -7.17     4.16E-02     +12.11     -12.09     3.52E-04     +5.24     -5.20     0.00E+00     +0.00     -0.00          5.17E-02    +11.97    -11.56     9.74E-04     +6.31     -6.16     0.00E+00     +0.00     -0.00     7.74E-04     +5.89     -5.73     1.99E-04     +5.78     -5.63     2.04E-03     +5.28     -5.24
83.0      8.20E-01     +1.48     -1.52     8.29E-02     +6.99     -6.85     2.88E-04     +7.33     -7.16     4.16E-02     +12.10     -12.11     3.51E-04     +5.25     -5.20     0.00E+00     +0.00     -0.00          5.28E-02    +11.96    -11.53     1.00E-03     +6.38     -6.13     0.00E+00     +0.00     -0.00     8.61E-04     +5.85     -5.73     2.18E-04     +5.75     -5.63     2.06E-03     +5.29     -5.20
84.0      8.19E-01     +1.50     -1.53     8.30E-02     +7.00     -6.84     2.88E-04     +7.34     -7.17     4.15E-02     +12.13     -12.09     3.51E-04     +5.23     -5.22     0.00E+00     +0.00     -0.00          5.40E-02    +11.95    -11.52     1.03E-03     +6.30     -6.11     0.00E+00     +0.00     -0.00     9.61E-04     +5.89     -5.74     2.40E-04     +5.80     -5.64     2.08E-03     +5.29     -5.24
85.0      8.17E-01     +1.51     -1.55     8.30E-02     +6.99     -6.83     2.89E-04     +7.34     -7.14     4.14E-02     +12.14     -12.09     3.50E-04     +5.24     -5.22     0.00E+00     +0.00     -0.00          5.51E-02    +11.92    -11.51     1.06E-03     +6.34     -6.15     0.00E+00     +0.00     -0.00     1.08E-03     +5.85     -5.73     2.63E-04     +5.76     -5.65     2.11E-03     +5.29     -5.21
86.0      8.16E-01     +1.52     -1.56     8.31E-02     +6.97     -6.84     2.89E-04     +7.33     -7.16     4.13E-02     +12.16     -12.09     3.49E-04     +5.26     -5.20     0.00E+00     +0.00     -0.00          5.63E-02    +11.92    -11.48     1.09E-03     +6.32     -6.07     0.00E+00     +0.00     -0.00     1.21E-03     +5.88     -5.69     2.88E-04     +5.79     -5.61     2.13E-03     +5.25     -5.23
87.0      8.15E-01     +1.54     -1.58     8.31E-02     +6.98     -6.84     2.89E-04     +7.31     -7.17     4.13E-02     +12.13     -12.11     3.49E-04     +5.27     -5.21     0.00E+00     +0.00     -0.00          5.75E-02    +11.88    -11.48     1.12E-03     +6.37     -6.12     0.00E+00     +0.00     -0.00     1.37E-03     +5.85     -5.74     3.16E-04     +5.77     -5.65     2.15E-03     +5.29     -5.21
88.0      8.13E-01     +1.55     -1.59     8.32E-02     +6.99     -6.82     2.89E-04     +7.33     -7.14     4.12E-02     +12.15     -12.12     3.48E-04     +5.28     -5.19     0.00E+00     +0.00     -0.00          5.87E-02    +11.88    -11.44     1.15E-03     +6.27     -6.23     0.00E+00     +0.00     -0.00     1.56E-03     +5.88     -5.67     3.47E-04     +5.80     -5.59     2.18E-03     +5.22     -5.24
89.0      8.12E-01     +1.57     -1.61     8.32E-02     +6.96     -6.82     2.89E-04     +7.33     -7.11     4.11E-02     +12.14     -12.12     3.47E-04     +5.25     -5.22     0.00E+00     +0.00     -0.00          5.99E-02    +11.85    -11.43     1.19E-03     +6.29     -6.14     0.00E+00     +0.00     -0.00     1.79E-03     +5.81     -5.73     3.80E-04     +5.73     -5.65     2.20E-03     +5.28     -5.17
90.0      8.10E-01     +1.58     -1.63     8.33E-02     +6.97     -6.81     2.89E-04     +7.31     -7.11     4.10E-02     +12.14     -12.13     3.47E-04     +5.24     -5.22     0.00E+00     +0.00     -0.00          6.12E-02    +11.83    -11.43     1.22E-03     +6.21     -6.17     0.00E+00     +0.00     -0.00     2.07E-03     +5.85     -5.69     4.17E-04     +5.78     -5.61     2.22E-03     +5.25     -5.21
91.0      8.09E-01     +1.60     -1.64     8.33E-02     +6.97     -6.80     2.89E-04     +7.28     -7.16     4.09E-02     +12.16     -12.13     3.46E-04     +5.25     -5.23     0.00E+00     +0.00     -0.00          6.24E-02    +11.81    -11.41     1.25E-03     +6.25     -6.15     0.00E+00     +0.00     -0.00     2.41E-03     +5.81     -5.69     4.57E-04     +5.74     -5.62     2.25E-03     +5.25     -5.17
92.0      8.07E-01     +1.61     -1.66     8.33E-02     +6.96     -6.79     2.89E-04     +7.29     -7.10     4.08E-02     +12.19     -12.13     3.45E-04     +5.28     -5.20     0.00E+00     +0.00     -0.00          6.36E-02    +11.79    -11.37     1.29E-03     +6.24     -6.17     5.09E-08    +10.29    -10.09     2.83E-03     +5.85     -5.64     5.02E-04     +5.78     -5.58     2.27E-03     +5.20     -5.21
93.0      8.05E-01     +1.64     -1.68     8.33E-02     +6.96     -6.80     2.89E-04     +7.26     -7.11     4.07E-02     +12.17     -12.14     3.44E-04     +5.28     -5.19     0.00E+00     +0.00     -0.00          6.49E-02    +11.77    -11.36     1.32E-03     +6.26     -6.10     5.17E-07    +10.29    -10.10     3.33E-03     +5.85     -5.62     5.50E-04     +5.79     -5.56     2.30E-03     +5.18     -5.21
